SOROS FUND MANAGEMENT LLC,PAULSON & CO.INC. ,TIGER GLOBAL MANAGEMENT LLC,BERKSHIRE HATHAWAY INC
-2.76206977329952,-1.6507916636755362,4.113645866676401,-1.6413808737611713
0.800968224600678,0.25754398236924425,-1.9292337548336023,0.5965580893042897
-2.968464695412922,-1.8768369635238271,-4.6018724989676185,-2.947282009368558
-1.073656334195279,-2.182252434767409,-1.6889065827365508,-0.873839711607776
-18.625495005528332,-2.263953907212205,-3.067379652525137,4.893671858946793
-1.3909123725248165,-1.9667497294065042,-1.2741769466288566,-0.8822596682075516
1.060018207699644,0.9894119734124085,2.960622338153889,-10.419760646523464
-1.302164111112616,-1.1390643687434785,-1.281864615375489,-1.7538100854908227
-4.163697416564597,-3.5080463986105315,-3.1510960228787814,-1.9892421088883423
-0.7288942811048945,-0.18267169872519984,-1.0864053033627934,-0.952281259799444
3.4832828419313717,1.5658551489124433,-14.907353026106406,19.432917229098543
-1.0810680815682503,-1.3399699363595692,-1.3060721021282424,-0.6991240600160216
-13.40537151296249,-1.3849999099358055,-3.526680755649366,2.006706012406668
-1.0069110266954924,-1.5221796971156714,-1.0147146193360654,-0.9168012447369788
37.51440390199978,8.363245771732768,29.536546027451593,-2.7137485331221183
1.3949202429608456,0.6677034272154991,2.3639826870946807,13.380437480176631
-0.6592247725838215,-0.9260554710048055,-0.9073954234128967,-0.916825824921857
-0.964244909907012,-4.521404961838027,-3.1164910459091684,-4.941577512828053
-109.15475000030598,0.0631248052979041,2.9353685682396353,0.0946850052428363
-1.6711218945572184,-2.3610802396054646,-1.4604946012800482,-0.64458734886445
-1.1687047008325104,-1.0519052340686141,-0.4955804868786149,-3.0803397244996127
1.788477106641861,26.414752302993694,-2.527890576043879,-1.5087265696478052
1.0956558061201704,-0.12466192228860196,0.5143809967528772,1.502238009742142
-1.231502119298384,-1.045568455668525,-1.444771821641302,-0.6174657154872936
-5.977801718029989,-74.78333912549671,-2.6758859603263465,5.562132159254351
-0.34756448245134297,-0.7445914623331997,-1.1311173656556903,-1.1542056437769432
-1.022351553898723,-0.6193062309644752,-6.271259815739399,-1.872270470586165
37.22088546328696,-3.248669755371881,-2.7066066626344587,-2.8501175211013896
-1.9840943719452895,-1.7307278264343973,-1.5260569231878736,-3.4451815206475698
0.4017345913444481,-0.1329623899406308,0.7525658576063168,-0.35180482139809455
-1.4438486808495674,-2.843946283079064,-0.864109706364644,-0.9789660388335873
3.468154238299512,-0.3189723545811821,-21.813449936196452,-128.30786018379192
-0.9461835993771447,-1.5628195890412808,-1.5888820251401472,-1.0597973964541239
-9.40415020148669,2.737240822552345,-0.21972849168207698,9.004736458096154
-0.7716305277498293,-1.1786953840261136,0.7609516352441665,-0.5172521562008714
0.0948452177379957,-4.592995070109028,-0.9142769332466256,0.8740281767455904
2.0173445124296085,-0.8430187903124242,1.1049455116485283,-0.9632475107734821
-1.8141541538195955,-25.263057217580524,-3.4587626275145533,-11.264811870070103
-0.826219524166618,-1.1666001758529432,-1.7165480544791563,0.6384898833625241
8.296185395647468,-0.23472427747549063,-1.2783535440107223,0.340247115145762
1.167532263900716,-3.9649125709166397,12.60294940667478,0.3615314721647549
-1.6595536502821149,-1.5961283360936709,-1.6310952330779318,-2.211695474775973
-0.4822240031844903,-0.7567238427757815,-0.6305924315804892,-0.6132583563182471
-4.909325087362792,-6.608600760324266,-3.7418179431883694,-4.864010652637545
-1.0361965415991417,-0.023181661748936322,-0.1699613747702705,-0.5908582857213893
17.14794101840533,-2.2851535707474033,-1.3815701695071994,-2.3513139870983712
-0.14005189442148458,0.4665194066941718,3.1276363627520576,-0.27573365563207153
-1.405757431601808,-1.0723167811191054,-1.7229627882495933,-1.1353293937338997
-1.30414424382506,0.6848539393477089,-0.42725826832273606,9.149393824612266
-1.0,-1.0,-1.0,-1.0
inf,inf,inf,inf
-0.6977035989761671,11.437030986376108,0.0012270856105061068,-0.5430153286094067
-2.0714430928095777,-1.1373905306359164,-0.1094471043116374,-1.358847169654663
0.7050167573808404,-3.145532504906188,-0.7890515838059284,-2.4087293672684895
-2.1875809371714645,1.495006876320475,1.0932806603199854,2.9543322101639515
-0.7564699539550317,-0.908098990357816,-0.19952407497314617,0.14592716437484787
-17.092602970335445,2.3131573928669886,-10.758902987829234,-1.638296182592533
-1.6349787774115614,2.495786270911344,-1.8136335714130096,-2.042566763522381
-1.2887922140571297,-0.8169989859300198,-1.2557535523659302,-3.5416590443384095
-0.04104444086699588,-0.9051514639568874,2.334686988139191,-0.3829236558883099
-2.357545414859137,-2.9239251297053146,-1.1682381527645123,-1.5303478464061167
0.5393967816542435,-5.249871873108862,-2.507040134008734,-0.7539293260426467
0.013815078482374732,-1.1665141128991139,-1.803657022947853,0.4174410387381633
-2.787331759779601,49.71469738248291,-10.422418213183956,-10.709510485321253
-1.3831166572383906,-1.301843880190697,-0.8986966265238225,-2.0513288798672646
-5.519875762387154,-3.8279949927921044,6.65238069153468,-1.6099360791430364
-1.030678312330414,-1.072485589061478,-1.0731171540610664,-0.7480487303131799
29.82476058990169,18.578555704359463,15.622423009782242,-8.897254253368956
-1.0308270238806825,-0.6526411676543628,-0.5396711673765,-0.9610027650930764
6.1920726698355555,-2.427043776589302,-2.3362853429701342,7.662341386584417
0.6133113913080954,-0.3628041596155185,-0.12277016806187169,-2.8555249545658272
-1.3203362789924051,-0.9170726122320072,-1.5434178980787463,-1.1381320319460662
-2.57412472691348,17.133986028901763,-0.6822692111847146,-0.2014186197293526
-3.2559752046311328,-3.059570144077405,8.977880110004396,2.7760418677879777
-1.4650478655405514,-1.1893384653476506,-1.1845006003893883,-3.867482378254475
-4.503358202846379,-3.6354122919497582,-3.3334795622637303,-1.2037071044377332
-0.8616890606529989,-0.4993073767157581,-1.1062351061805857,0.5961984052464075
-7.5318076577114175,-4.853318734842153,23.738194852512496,-2.866701207082115
-1.2984629502408742,-1.3447791968708733,-0.8260423149219069,0.44056775303691986
-7.236562727959008,-4.126311036321754,-3.4213502552290525,-0.3812691445945835
0.8049404739313792,0.3710116996871069,-5.863188442194278,2.9186430879918395
-1.317494137539439,-1.2267084972759847,-1.2100386295139132,-1.5913776653857274
-1.2247031618961561,0.35544274766741313,0.4282103261800674,-1.110291977832607
-1.4489775233981046,-1.0660104730368918,-1.3063708961513232,6.453434260420046
-1.0,-1.0,-1.0,-1.0
-inf,-inf,-inf,-inf
-1.101752371581826,-2.8124753816952826,-5.2971782051172935,0.31633216164468925
-29.81598041076656,-2.932094242325918,-4.178583076951454,0.5375293923989766
-1.4341283167819254,-1.507766461854032,-1.029811191629804,-2.50548939849637
0.2003455494293196,-0.07667558368768146,29.86148241672606,-0.6029886553973067
-0.1140646733142443,-0.6797194421021473,-0.36360497449047646,0.4509591832203972
-0.38685778068653276,2.8870171092034003,-0.6663902476959449,-0.8176983835356991
-2.6962542312697746,-1.9615188698347272,-1.8116652166040046,-6.477292117502681
-1.3246674974178936,-0.4948094562482791,-2.678362255747916,-2.4596299786896276
-1.6194775174416884,0.6889120202857595,-0.7182921828930513,-0.43024652187829837
3.943498143607542,-0.08630428274938318,0.2130161512727109,-1.5525781514567116
-1.10568887246616,-1.2181870932156726,-5.496268318731942,-0.640762366936896
-3.363771056632726,-2.830577989891833,-1.2102937982893434,-2.028801003977855
-2.348227704362361,0.25370923036780324,-2.643889335364781,-7.341185283581691
-5.0329438192921065,2.399957199645227,0.6126999673774562,-0.10630555637783934
-0.19852080656766458,1.2085386705949634,1.405211531987109,0.9222713168723036
-1.960985235449231,-1.1714955716598854,-1.8667215238677195,-1.4340916852728687
-0.10869816825441059,0.5661523627796339,0.1268245563172694,-0.5581028489422009
-0.9696311954111928,-0.3744616318967424,-0.600854488262768,-1.5659957232194663
-13.411890150513903,-1.4910045156076912,-1.5804988798339836,-0.9057478038522097
0.593775001001493,0.9096902604166361,-1.7411928160918506,-0.8122868677499274
-1.2916054813831224,4.151275357551956,-0.49669595517351417,91.86442123212802
2.1430454570851696,-0.6319976460080202,1.630213927799629,-2.3049029504685103
-0.894289066832084,0.016395642805791866,-4.242109518882735,-1.6483275516133693
-12.251195612463125,-1.5370757360575489,-0.7575348600225628,1.7301049104063924
-3.8351272303569965,4.266725111286606,-7.322442920017846,-1.6792640920478603
-1.0,-1.0,-1.0,-1.0
inf,-inf,inf,inf
10.083968566100722,-12.36630187513487,-0.20497139574674883,-1.4264931484418062
-2.4283108761857117,-1.037033680923093,-1.50012225632928,1.441209918837293
0.24548309618116515,33.09779640696221,0.6272912407333799,-0.47945412892600425
1.4302666574262823,1.449738986828978,5.903522466437888,6.0983639625287935
-0.12395749732711481,-0.3159632430784054,0.41532998998045856,-0.5936958295708332
0.7461290428988103,0.5315816954572938,0.07335323230492619,1.0323754560602714
-0.7699396068269501,-0.675132263149412,-0.7899839924334326,-1.5840068706794774
-4.286137887883119,-4.334682680740259,-5.703223164912625,0.38251754898572576
0.085157014092625,-0.28299516338199304,-0.4003781213164844,0.2725238272500152
-0.8298327494537937,-1.037043513273836,-1.0946673302794327,-1.1785743320158248
-1.956970522407078,5.966169554873806,2.0213326258573354,1.7531114631769658
3.8280759198893657,3.077844372381991,3.6204839632863646,0.9123647326942181
-1.6545042664057301,-1.3964478545519612,-1.4923057931088382,-1.2061339060280392
-0.7682729854763708,-1.2891819011054646,-0.5449005758363363,-2.1686544447941345
-4.387788953812529,-0.023266486407366727,-3.2422886518252096,2.289518809640018
-1.0,-1.0,-1.0,-1.0
inf,inf,inf,inf
-1.4472276049864365,-2.210539315530437,-1.5627003165585185,-0.2888500844441152
-1.249556720956452,-0.9543370655506388,-1.1678854960011884,-1.560738483114156
-0.13082753155759552,-5.441629026336654,1.0622518726097434,-1.6164070846861016
-3.2310786556859177,-0.6951583567637472,-2.052274420167981,-2.977906901577546
-2.7584250860177235,10.616408502100974,-3.464495289096146,-3.948529356510517
0.8157929229842067,-0.6001713589717552,-0.42609536729924946,0.6099634375331697
-0.5989042346215843,-0.13874614226512216,-0.9504799322685666,-0.7768873887960448
-3.8297068992394,-4.0204371797411165,-53.49756780307599,-3.263571681333078
-0.5605551519013474,0.030206056407372506,-1.551298589218859,-0.6386943654931372
1.7685755040379858,-0.47109175445551754,-2.6217883970414837,1.299309859899942
-0.5150379320477374,0.13927998587385493,-1.1226818626964468,0.03137877256575994
-0.11201112023199844,-0.937802257629036,-7.669805071967612,-2.239653441648213
0.40709459455940644,34.83865154826665,-0.6442698252721476,-0.9223756008810519
2.5067208347476377,1.6935509559234259,7.286411378178803,-22.029789125204807
-0.8663690059821009,-0.7246222147512071,-1.132485801167518,-0.8472091475533375
-5.340012662557811,-3.0200673478072577,2.390553645549163,-8.549947701201429
-0.7696863830818078,-0.48835117128769656,-0.8642736300971877,-0.7136213004071006
3.345286372036142,0.6921622123291777,4.643088467458166,2.485748520120134
-0.08083578136572978,-1.0013394792368986,0.7116504185763892,-0.6491172754656076
